title,originalTitle,year,rating,votes_orig,votes,genres/0,genres/1,genres/2,genres/3,genres/4,genres/5,genres/6,genres/7,ProductionBudget_orig,DomesticGross_orig,WorldwideGross_orig,DomesticGross,WorldwideGross,domesticProfit,worldwideProfit,totalProfit
La maison de cire,House of Wax,2005,"5,3","95,58",95582,Horror,,,,,,,,35000000,32064800,70064800,32064800,70064800,-2935200,3000000,64800
Lord of War,,2005,"7,6","250,74",250744,Crime,Drama,Thriller,,,,,,42000000,24149632,60437727,24149632,60437727,-17850368,-5711905,-23562273
Madagascar,,2005,"6,9","271,63",271634,Animation,Adventure,Comedy,Family,,,,,75000000,193595521,556559566,193595521,556559566,118595521,287964045,406559566
Match Point,,2005,"7,7","168,85",168848,Drama,Romance,Thriller,,,,,,15000000,23089926,87989926,23089926,87989926,8089926,49900000,57989926
Memoirs of a Geisha,,2005,"7,3","120,32",120320,Drama,Romance,,,,,,,85000000,57010853,161510853,57010853,161510853,-27989147,19500000,-8489147
Munich,,2005,"7,6","178,69",178690,Drama,Thriller,,,,,,,75000000,47379090,131492772,47379090,131492772,-27620910,9113682,-18507228
Nanny McPhee,,2005,"6,6","50,68",50675,Comedy,Family,Fantasy,,,,,,25000000,47279279,128745578,47279279,128745578,22279279,56466299,78745578
Pride & Prejudice,,2005,"7,8","196,44",196436,Drama,Romance,,,,,,,28000000,38372662,126549607,38372662,126549607,10372662,60176945,70549607
Red Eye,,2005,"6,5","95,07",95071,Mystery,Thriller,,,,,,,26000000,57891803,96666486,57891803,96666486,31891803,12774683,44666486
Rent,,2005,7,"42,05",42052,Drama,Musical,Romance,,,,,,40000000,29077547,31670620,29077547,31670620,-10922453,-37406927,-48329380
Robots,,2005,"6,3","104,58",104577,Animation,Adventure,Comedy,Family,Sci-Fi,,,,80000000,128200012,260700012,128200012,260700012,48200012,52500000,100700012
Saw II,,2005,"6,6","191,03",191030,Horror,Mystery,,,,,,,5000000,87025093,152925093,87025093,152925093,82025093,60900000,142925093
Serenity,,2005,8,"245,06",245063,Action,Adventure,Sci-Fi,Thriller,,,,,39000000,25514517,40319440,25514517,40319440,-13485483,-24195077,-37680560
Sin City,,2005,"8,1","664,48",664482,Crime,Thriller,,,,,,,40000000,74103820,158527918,74103820,158527918,34103820,44424098,78527918
Sky High,,2005,"6,2","62,23",62231,Adventure,Comedy,Family,Sci-Fi,,,,,35000000,63939454,83109359,63939454,83109359,28939454,-15830095,13109359
Thank You for Smoking,,2005,"7,6","193,39",193389,Comedy,Drama,,,,,,,7500000,24793509,40016662,24793509,40016662,17293509,7723153,25016662
The Amityville Horror,,2005,6,"82,51",82505,Drama,Horror,Mystery,Thriller,,,,,18500000,65233369,109175673,65233369,109175673,46733369,25442304,72175673
The Brothers Grimm,,2005,"5,9","99,52",99522,Action,Adventure,Comedy,Fantasy,Thriller,,,,80000000,37899638,105299638,37899638,105299638,-42100362,-12600000,-54700362
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",,2005,"6,9","290,50",290495,Adventure,Family,Fantasy,,,,,,180000000,291710957,720539572,291710957,720539572,111710957,248828615,360539572
The Descent,,2005,"7,2","157,92",157919,Adventure,Horror,Thriller,,,,,,7000000,26024456,57051053,26024456,57051053,19024456,24026597,43051053
The Devil's Rejects,,2005,"6,9","77,50",77504,Crime,Horror,,,,,,,7000000,17044981,20940428,17044981,20940428,10044981,-3104553,6940428
The Dukes of Hazzard,,2005,"5,1","66,88",66875,Action,Adventure,Comedy,,,,,,53000000,80270227,109848461,80270227,109848461,27270227,-23421766,3848461
The Exorcism of Emily Rose,,2005,"6,7","97,91",97907,Drama,Horror,Thriller,,,,,,18000000,75072454,144529078,75072454,144529078,57072454,51456624,108529078
The Hitchhiker's Guide to the Galaxy,,2005,"6,8","157,54",157535,Adventure,Comedy,Sci-Fi,,,,,,45000000,51019112,102746214,51019112,102746214,6019112,6727102,12746214
The Island,,2005,"6,9","265,61",265606,Action,Adventure,Romance,Sci-Fi,Thriller,,,,120000000,35818913,163018913,35818913,163018913,-84181087,7200000,-76981087
The Longest Yard,,2005,"6,4","131,87",131870,Comedy,Crime,Sport,,,,,,82000000,158119460,190320568,158119460,190320568,76119460,-49798892,26320568
The New World,,2005,"6,7","71,61",71606,Biography,Drama,History,Romance,,,,,30000000,12712093,26184400,12712093,26184400,-17287907,-16527693,-33815600
The Sisterhood of the Traveling Pants,,2005,"6,5","45,43",45433,Comedy,Drama,Family,Romance,,,,,25000000,39053061,41560117,39053061,41560117,14053061,-22492944,-8439883
The Skeleton Key,,2005,"6,5","88,68",88682,Horror,Mystery,Thriller,,,,,,40000000,47907715,92256918,47907715,92256918,7907715,4349203,12256918
The Wedding Date,,2005,"6,1","38,88",38876,Comedy,Romance,,,,,,,15000000,31726995,47175038,31726995,47175038,16726995,448043,17175038
V for Vendetta,,2005,"8,2","805,10",805104,Action,Drama,Thriller,,,,,,50000000,70511035,130214162,70511035,130214162,20511035,9703127,30214162
Waiting...,,2005,"6,8","77,06",77059,Comedy,,,,,,,,1125000,16124543,18673274,16124543,18673274,14999543,1423731,16423274
Walk the Line,,2005,"7,9","190,38",190380,Biography,Drama,Music,Romance,,,,,29000000,119519402,187707495,119519402,187707495,90519402,39188093,129707495
War of the Worlds,,2005,"6,5","339,03",339027,Adventure,Sci-Fi,Thriller,,,,,,132000000,234280354,606836535,234280354,606836535,102280354,240556181,342836535
Wolf Creek,,2005,"6,3","56,70",56699,Horror,,,,,,,,1100000,16186348,29005064,16186348,29005064,15086348,11718716,26805064
London,,2005,"6,6","19,47",19472,Drama,Romance,,,,,,,2000000,12667,12667,12667,12667,-1987333,-1987333,-3974666
Say Uncle,,2005,"5,7","586,00",586000,Comedy,Drama,,,,,,,2000000,5361,5361,5361,5361,-1994639,-1994639,-3989278
Side Effects,,2005,"7,1","108,00",108000,Short,,,,,,,,200000,44701,44701,44701,44701,-155299,-155299,-310598
Sisters in Law,,2005,"7,5","298,00",298000,Documentary,,,,,,,,300000,33312,33312,33312,33312,-266688,-266688,-533376
The Motel,,2005,"6,8","1,23",1230,Comedy,Drama,,,,,,,250000,51540,51540,51540,51540,-198460,-198460,-396920
300,,2006,"7,7","615,37",615372,Action,Drama,Fantasy,War,,,,,60000000,210614939,454161935,210614939,454161935,150614939,183546996,334161935
A Good Year,,2006,"6,9","71,83",71826,Comedy,Drama,Romance,,,,,,35000000,7459300,42064105,7459300,42064105,-27540700,-395195,-27935895
Apocalypto,,2006,"7,8","238,60",238602,Action,Adventure,Drama,Thriller,,,,,40000000,50866635,121032272,50866635,121032272,10866635,30165637,41032272
Aquamarine,,2006,"5,3","30,98",30977,Comedy,Family,Fantasy,Romance,,,,,12000000,18597342,22978953,18597342,22978953,6597342,-7618389,-1021047
Babel,,2006,"7,5","246,40",246396,Drama,,,,,,,,20000000,34302837,132121212,34302837,132121212,14302837,77818375,92121212
Basic Instinct 2,,2006,"4,2","31,46",31464,Crime,Mystery,Thriller,,,,,,70000000,5946136,35417162,5946136,35417162,-64053864,-40528974,-104582838
Black Book,Zwartboek,2006,"7,8","60,21",60208,Drama,Thriller,War,,,,,,22000000,4398532,27238354,4398532,27238354,-17601468,839822,-16761646
Black Snake Moan,,2006,7,"52,96",52963,Drama,Music,,,,,,,15000000,9396870,10951153,9396870,10951153,-5603130,-13445717,-19048847
Blood Diamond,,2006,8,"406,20",406204,Adventure,Drama,Thriller,,,,,,100000000,57377916,171377916,57377916,171377916,-42622084,14000000,-28622084
Cars,,2006,"7,2","268,65",268649,Animation,Adventure,Comedy,Family,Sport,,,,70000000,244082982,461651246,244082982,461651246,174082982,147568264,321651246
Casino Royale,,2006,8,"477,14",477142,Action,Adventure,Thriller,,,,,,102000000,167365000,594420283,167365000,594420283,65365000,325055283,390420283
Children of Men,,2006,"7,9","367,14",367141,Drama,Sci-Fi,Thriller,,,,,,76000000,35552383,69853395,35552383,69853395,-40447617,-41698988,-82146605
Click,,2006,"6,4","249,67",249670,Comedy,Drama,Fantasy,Romance,,,,,82500000,137355633,237685089,137355633,237685089,54855633,17829456,72685089
Crank,,2006,7,"198,78",198781,Action,Crime,Thriller,,,,,,12000000,27838408,43924923,27838408,43924923,15838408,4086515,19924923
Des serpents dans l'avion,Snakes on a Plane,2006,"5,6","116,57",116574,Action,Adventure,Crime,Drama,Thriller,,,,33000000,34020814,62020814,34020814,62020814,1020814,-5000000,-3979186
Destination finale 3,Final Destination 3,2006,"5,8","104,44",104440,Horror,,,,,,,,25000000,54098051,112798051,54098051,112798051,29098051,33700000,62798051
Dreamgirls,,2006,"6,5","56,66",56659,Drama,Music,Musical,,,,,,75000000,103365956,155708695,103365956,155708695,28365956,-22657261,5708695
Eragon,,2006,"5,1","108,92",108915,Action,Adventure,Family,Fantasy,,,,,100000000,75030163,249488115,75030163,249488115,-24969837,74457952,49488115
Grandma's Boy,,2006,7,"68,36",68355,Comedy,,,,,,,,5000000,6090172,6590172,6090172,6590172,1090172,-4500000,-3409828
High School Musical,,2006,"5,2","60,18",60181,Comedy,Drama,Family,Music,Musical,Romance,,,4200000,0,0,8400000,8400000,4200000,4200000,8400000
Horribilis,Slither,2006,"6,5","62,69",62694,Comedy,Horror,Sci-Fi,,,,,,15250000,7802450,12930343,7802450,12930343,-7447550,-10122107,-17569657
Idiocracy,,2006,"6,6","109,94",109940,Adventure,Comedy,Sci-Fi,,,,,,2400000,444093,500296,444093,500296,-1955907,-2343797,-4299704
Inside Man,,2006,"7,6","276,51",276509,Crime,Drama,Mystery,Thriller,,,,,50000000,88634237,185798265,88634237,185798265,38634237,47164028,85798265
Lady in the Water,,2006,"5,6","79,39",79386,Drama,Fantasy,Mystery,Thriller,,,,,75000000,42285169,72785169,42285169,72785169,-32714831,-44500000,-77214831
Le dahlia noir,The Black Dahlia,2006,"5,6","63,85",63851,Crime,Drama,Mystery,Thriller,,,,,60000000,22672813,49238525,22672813,49238525,-37327187,-33434288,-70761475
Le parfum - Histoire d'un meurtrier,Perfume: The Story of a Murderer,2006,"7,5","192,93",192931,Crime,Drama,Fantasy,,,,,,63700000,2223293,133603463,2223293,133603463,-61476707,67680170,6203463
Little Children,,2006,"7,6","93,50",93499,Drama,Romance,,,,,,,14000000,5463019,14121177,5463019,14121177,-8536981,-5341842,-13878823
Little Miss Sunshine,,2006,"7,8","360,67",360672,Comedy,Drama,,,,,,,8000000,59891098,100642353,59891098,100642353,51891098,32751255,84642353
Lucky Number Slevin,,2006,"7,8","264,57",264573,Crime,Drama,Mystery,Thriller,,,,,27000000,22495466,55495466,22495466,55495466,-4504534,6000000,1495466
Marie Antoinette,,2006,"6,4","80,92",80924,Biography,Drama,History,Romance,,,,,40000000,15962471,60862471,15962471,60862471,-24037529,4900000,-19137529
Mission: Impossible III,,2006,"6,9","260,52",260523,Action,Adventure,Thriller,,,,,,150000000,133501348,397501348,133501348,397501348,-16498652,114000000,97501348
Monster House,,2006,"6,6","72,94",72937,Animation,Comedy,Family,Fantasy,Mystery,,,,75000000,73661010,141267370,73661010,141267370,-1338990,-7393640,-8732630
Night at the Museum,,2006,"6,4","238,60",238595,Action,Adventure,Comedy,Family,Fantasy,,,,110000000,250863268,579446407,250863268,579446407,140863268,218583139,359446407
Pan's Labyrinth,El laberinto del fauno,2006,"8,2","475,60",475595,Drama,Fantasy,War,,,,,,16000000,37634615,87041569,37634615,87041569,21634615,33406954,55041569
Pirates of the Caribbean: Dead Man's Chest,,2006,"7,3","529,51",529505,Action,Adventure,Fantasy,,,,,,225000000,423315812,1066215812,423315812,1066215812,198315812,417900000,616215812
Rocky Balboa,,2006,"7,2","164,49",164488,Drama,Sport,,,,,,,24000000,70269899,156229050,70269899,156229050,46269899,61959151,108229050
Saw III,,2006,"6,2","144,04",144043,Horror,,,,,,,,10000000,80238724,163876815,80238724,163876815,70238724,73638091,143876815
She's the Man,,2006,"6,4","118,42",118418,Comedy,Romance,Sport,,,,,,25000000,33889159,55279608,33889159,55279608,8889159,-3609551,5279608
Silent Hill,,2006,"6,6","175,08",175080,Adventure,Horror,Mystery,,,,,,50000000,46982632,94704227,46982632,94704227,-3017368,-2278405,-5295773
Smokin' Aces,,2006,"6,7","121,93",121932,Action,Crime,Drama,Thriller,,,,,17000000,35662731,57263440,35662731,57263440,18662731,4600709,23263440
Step Up,,2006,"6,5","92,28",92278,Crime,Drama,Music,Romance,,,,,12000000,65328121,110989157,65328121,110989157,53328121,33661036,86989157
Stranger Than Fiction,,2006,"7,6","188,80",188800,Comedy,Drama,Fantasy,Romance,,,,,30000000,40435190,53572822,40435190,53572822,10435190,-16862368,-6427178
Superman Returns,,2006,"6,1","242,14",242139,Action,Adventure,Sci-Fi,,,,,,232000000,200120000,374085065,200120000,374085065,-31880000,-58034935,-89914935
Talladega Nights: The Ballad of Ricky Bobby,,2006,"6,6","132,55",132548,Action,Comedy,Sport,,,,,,73000000,148213377,162870525,148213377,162870525,75213377,-58342852,16870525
The Break-Up,,2006,"5,8","103,22",103223,Comedy,Drama,Romance,,,,,,52000000,118703275,205727307,118703275,205727307,66703275,35024032,101727307
The Covenant,,2006,"5,3","39,88",39878,Action,Fantasy,Horror,Thriller,,,,,20000000,23364784,38164784,23364784,38164784,3364784,-5200000,-1835216
The Da Vinci Code,,2006,"6,6","320,95",320952,Mystery,Thriller,,,,,,,125000000,217536138,767820459,217536138,767820459,92536138,425284321,517820459
The Departed,,2006,"8,5","889,55",889551,Crime,Drama,Thriller,,,,,,90000000,132384315,289660619,132384315,289660619,42384315,67276304,109660619
The Devil Wears Prada,,2006,"6,8","290,45",290451,Comedy,Drama,,,,,,,35000000,124740460,326073155,124740460,326073155,89740460,166332695,256073155
The Fast and the Furious: Tokyo Drift,,2006,6,"182,31",182307,Action,Crime,Thriller,,,,,,85000000,62615510,157794205,62615510,157794205,-22384490,10178695,-12205795
The Fountain,,2006,"7,3","193,09",193094,Drama,Sci-Fi,,,,,,,35000000,10144010,15461638,10144010,15461638,-24855990,-29682372,-54538362
The Hills Have Eyes,,2006,"6,4","132,47",132468,Horror,,,,,,,,17000000,41778863,70355813,41778863,70355813,24778863,11576950,36355813
The Holiday,,2006,"6,9","185,42",185423,Comedy,Romance,,,,,,,85000000,63280000,205190324,63280000,205190324,-21720000,56910324,35190324
The Host,Gwoemul,2006,7,"70,16",70160,Comedy,Drama,Horror,Sci-Fi,,,,,12000000,2201923,92618117,2201923,92618117,-9798077,78416194,68618117
The Illusionist,,2006,"7,6","299,29",299292,Drama,Mystery,Romance,Thriller,,,,,16500000,39868642,83792062,39868642,83792062,23368642,27423420,50792062
The Lake House,,2006,"6,8","115,45",115452,Drama,Fantasy,Romance,,,,,,40000000,52330111,114830111,52330111,114830111,12330111,22500000,34830111
The Lives of Others,Das Leben der Anderen,2006,"8,5","264,27",264267,Drama,Thriller,,,,,,,2000000,11284657,81197047,11284657,81197047,9284657,67912390,77197047
The Omen,,2006,"5,5","49,24",49241,Horror,,,,,,,,25000000,54607383,119295584,54607383,119295584,29607383,39688201,69295584
The Prestige,,2006,"8,5","861,27",861267,Drama,Mystery,Sci-Fi,Thriller,,,,,40000000,53089891,104407366,53089891,104407366,13089891,11317475,24407366
The Pursuit of Happyness,,2006,8,"344,67",344673,Biography,Drama,,,,,,,55000000,162586036,307325633,162586036,307325633,107586036,89739597,197325633
The Texas Chainsaw Massacre: The Beginning,,2006,"5,9","57,03",57034,Horror,,,,,,,,16000000,39517763,50517763,39517763,50517763,23517763,-5000000,18517763
This Is England,,2006,"7,7","100,17",100167,Crime,Drama,,,,,,,2380000,327919,8739576,327919,8739576,-2052081,6031657,3979576
Underworld: Evolution,,2006,"6,8","158,27",158271,Action,Adventure,Fantasy,Sci-Fi,Thriller,,,,45000000,62318875,113417762,62318875,113417762,17318875,6098887,23417762
X-Men: L'affrontement final,X-Men: The Last Stand,2006,"6,8","388,83",388826,Action,Adventure,Fantasy,Sci-Fi,Thriller,,,,210000000,234362462,459359555,234362462,459359555,24362462,14997093,39359555
Alone with Her,,2006,"6,1","3,30",3298,Crime,Drama,Thriller,,,,,,1000000,10787,844377,10787,844377,-989213,-166410,-1155623
Chacun sa nuit,,2006,"5,7","1,03",1027,Drama,,,,,,,,1900000,18435,139317,18435,139317,-1881565,-1779118,-3660683
In Her Line of Fire,,2006,"4,1","789,00",789000,Action,Drama,,,,,,,1000000,884,884,884,884,-999116,-999116,-1998232
Lake of Fire,,2006,"8,3","2,16",2161,Documentary,,,,,,,,6000000,25317,26007,25317,26007,-5974683,-5999310,-11973993
Out of the Blue,,2006,"7,3","2,80",2803,Crime,Drama,,,,,,,4600000,728,731767,728,731767,-4599272,-3868961,-8468233
The Dead Girl,,2006,"6,7","12,43",12427,Crime,Drama,Mystery,,,,,,3300000,19875,19875,19875,19875,-3280125,-3280125,-6560250
The Trials of Darryl Hunt,,2006,"7,7","795,00",795000,Documentary,Crime,,,,,,,200000,1217,1217,1217,1217,-198783,-198783,-397566
1408,,2007,"6,8","211,92",211917,Fantasy,Horror,,,,,,,22500000,71985628,131263370,71985628,131263370,49485628,36777742,86263370
28 Weeks Later,,2007,7,"214,82",214823,Drama,Horror,Sci-Fi,,,,,,15000000,28638916,64232714,28638916,64232714,13638916,20593798,34232714
30 Days of Night,,2007,"6,6","140,06",140063,Horror,,,,,,,,30000000,39568996,80276156,39568996,80276156,9568996,10707160,20276156
3:10 to Yuma,,2007,"7,7","240,61",240608,Adventure,Crime,Drama,Western,,,,,48000000,53606916,71171825,53606916,71171825,5606916,-30435091,-24828175
[Rec],,2007,"7,5","133,56",133557,Horror,,,,,,,,2100000,0,23266821,4200000,23266821,2100000,21166821,23266821
Across the Universe,,2007,"7,4","92,68",92676,Drama,Fantasy,Musical,Romance,,,,,45000000,24343673,29367143,24343673,29367143,-20656327,-39976530,-60632857
American Gangster,,2007,"7,8","328,01",328013,Biography,Crime,Drama,,,,,,100000000,130164645,267985456,130164645,267985456,30164645,37820811,67985456
Atonement,,2007,"7,8","195,41",195414,Drama,Mystery,Romance,War,,,,,30000000,50980159,129779728,50980159,129779728,20980159,48799569,69779728
August Rush,,2007,"7,5","88,21",88209,Drama,Music,,,,,,,25000000,31664162,66015869,31664162,66015869,6664162,9351707,16015869
Bee Movie,,2007,"6,2","107,43",107428,Animation,Adventure,Comedy,Family,,,,,150000000,126631277,287594577,126631277,287594577,-23368723,10963300,-12405423
Beowulf,,2007,"6,2","143,56",143560,Animation,Action,Adventure,Fantasy,,,,,150000000,82195215,194995215,82195215,194995215,-67804785,-37200000,-105004785
Bridge to Terabithia,,2007,"7,2","112,09",112088,Adventure,Drama,Family,Fantasy,,,,,25000000,82234139,137984788,82234139,137984788,57234139,30750649,87984788
Charlie Wilson's War,,2007,"7,1","89,65",89650,Biography,Comedy,Drama,History,,,,,75000000,66661095,119512771,66661095,119512771,-8338905,-22148324,-30487229
